Old_Locus,Locus,Info,log2FC,padj,TPM_BF,TPM_Ctrl,log2TPM_BF,log2TPM_Ctrl,protein_fam,Protein Family LH,AOA conserved,AOA exclusive,"Conserved NV,NF,NM",Conserved in Soil Strains,up in:,,,,,,,baseMean,lfcSE,stat,pvalue
NVIE_014760,NVIE_RS07170,urease subunit gamma,0.97,2.78E-06,93.04,58.14,6.47,5.84,76G-FAM007858,Thaumi_prot_LH_FAM000301,N,Y,,,,,,,,,,986.1115137,0.193350432,4.991415464,5.99E-07
NVIE_014770,NVIE_RS07175,hypothetical protein,1.25,1.76E-11,13.61,7.1,3.75,2.81,76G-FAM010314,Thaumi_prot_LH_FAM002660,N,Y,,,,,,,,,,274.7685593,0.1767843,7.049735966,1.79E-12
NVIE_014780,NVIE_RS07180,putative urea transporter,1.26,3.03E-20,40.27,20.74,5.32,4.37,76G-FAM007859,Thaumi_prot_LH_FAM002659,N,Y,,,,,,,,,,1488.168554,0.132306895,9.552322765,1.27E-21
NVIE_014790,NVIE_RS07185,"urea active transporter, urea/sodium symporter",1.82,4.28E-40,42.14,14.77,5.38,3.88,76G-FAM007860,Thaumi_prot_LH_FAM000304,N,Y,,,,,,,,,,2945.455584,0.133838383,13.56190885,6.74E-42
NVIE_014800,NVIE_RS07190,putative GAF sensor protein,0.84,4.94E-13,124.07,85.12,6.95,6.41,76G-FAM008674,Thaumi_prot_LH_FAM002483,N,Y,,,,,,,,,,2435.592288,0.110551149,7.553366066,4.24E-14
NVIE_014810,NVIE_RS07195,putative ParB-like partition protein,0.9,2.88E-11,56.51,37,5.8,5.21,76G-FAM004856,Thaumi_prot_LH_FAM000296,N,N,,,,,,,,,,1742.35175,0.129094113,6.977026428,3.01E-12
NVIE_014820,NVIE_RS07200,hypothetical protein,-0.01,9.29E-01,24.36,30.01,4.6,4.91,76G-FAM007852,Thaumi_prot_LH_FAM002658,N,Y,,,,,,,,,,725.7395196,0.103739047,-0.128556523,0.89770857
NVIE_014830,NVIE_RS07205,protein of unknown function,0.85,3.05E-05,28,18.84,4.8,4.2,76G-FAM010315,Thaumi_prot_LH_FAM003666,N,Y,,,,,,,,,,205.8373211,0.191446671,4.465443021,7.99E-06
NVIE_014840,NVIE_RS07210,putative universal stress family protein,0.61,2.65E-06,90.49,73.1,6.5,6.19,76G-FAM001480_0,Thaumi_prot_LH_FAM000499_1,N,N,,,,,,,,,,1672.925565,0.120990742,5.001287068,5.69E-07
NVIE_014850,NVIE_RS07215,protein of unknown function,0.28,5.33E-02,55.71,56.68,5.8,5.82,76G-FAM010316,Thaumi_prot_LH_FAM003667,N,Y,,,,,,,,,,1200.358157,0.127066925,2.174030559,0.02970284
NVIE_014870,NVIE_RS07220,protein of unknown function,0.08,5.78E-01,76.28,88.52,6.25,6.46,76G-FAM008241,Thaumi_prot_LH_FAM003669,N,Y,,,,,,,,,,1804.300874,0.109673338,0.699596111,0.484179572
NVIE_014880,NVIE_RS07225,putative Sodium:solute symporter family protein,0.25,2.63E-01,4.24,4.42,2.06,2.13,76G-FAM008243,Thaumi_prot_LH_FAM003670,N,Y,,,,,,,,,,279.5781024,0.18762429,1.320797252,0.186568976
NVIE_014890,NVIE_RS07230,protein of unknown function,0.39,8.53E-02,18.84,17.46,4.2,4.09,76G-FAM010317,Thaumi_prot_LH_FAM003671,N,Y,,,,,,,,,,209.519099,0.201981036,1.954839557,0.050602011
NVIE_014900,NVIE_RS07235,putative ParB-like partition protein,0.7,1.37E-06,36.31,27.32,5.16,4.75,76G-FAM010318,Thaumi_prot_LH_FAM003672,N,Y,,,,,,,,,,1018.366678,0.136865288,5.135129385,2.82E-07
NVIE_014910,NVIE_RS07240,putative arginase family protein,0.47,7.20E-05,51.19,45.7,5.67,5.51,76G-FAM008238,Thaumi_prot_LH_FAM003673,N,Y,,,,,,,,,,2373.847156,0.109458691,4.264549401,2.00E-05
NVIE_014920,NVIE_RS07245,conserved protein of unknown function,0.18,6.15E-01,3.15,3.42,1.57,1.77,76G-FAM008237,Thaumi_prot_LH_FAM003674,N,Y,,,,,,,,,,54.86028529,0.292201417,0.631852912,0.527482995
NVIE_014930,NVIE_RS07250,"ABC uptake transporter, permease protein",0.39,1.95E-02,23.93,22.49,4.56,4.48,76G-FAM007650,Thaumi_prot_LH_FAM002670,N,Y,,,,,,,,,,880.9012706,0.150359284,2.591703815,0.009550195
NVIE_014940,NVIE_RS07255,"ABC uptake transporter, ATP-binding protein",0.5,2.47E-03,76.09,66.57,6.24,6.02,76G-FAM000031_0,Thaumi_prot_LH_FAM000578,Y,N,,,,,,,,,,2220.365123,0.151777281,3.305434689,0.000948292
NVIE_014950,NVIE_RS07260,"ABC uptake transporter, substrate-binding protein",0.5,2.98E-05,86.77,75.47,6.44,6.23,76G-FAM007649,Thaumi_prot_LH_FAM002671,N,Y,,,,,,,,,,3538.120524,0.11277867,4.471112606,7.78E-06
NVIE_014970,NVIE_RS07270,putative nickel-responsive regulator,0.83,7.02E-10,200.64,137.96,7.63,7.1,76G-FAM000059,Thaumi_prot_LH_FAM002672,N,Y,,,,,,,,,,3253.932248,0.127168997,6.488707403,8.66E-11
NVIE_014990,NVIE_RS07275,archaeal thermosome subunit,0.38,4.88E-04,73.29,69.33,6.19,6.11,76G-FAM000111_0,Thaumi_prot_LH_FAM001048,Y,N,,,,,,,,,,5195.187284,0.101429829,3.770556735,0.000162884
NVIE_015000,NVIE_RS07280,urease subunit gamma,0.21,1.64E-01,28.57,30.23,4.83,4.91,76G-FAM007858,Thaumi_prot_LH_FAM000301,N,Y,,,,,,,,,,375.7880535,0.132065537,1.613240279,0.106692316
NVIE_015010,NVIE_RS07285,urease subunit beta,0.77,9.17E-05,26.11,18.92,4.69,4.19,76G-FAM007179,Thaumi_prot_LH_FAM000302,N,Y,,,,,,,,,,352.2970951,0.1820096,4.204775835,2.61E-05
NVIE_015020,NVIE_RS07290,urease subunit alpha,0.77,4.30E-06,41.71,30.11,5.35,4.89,76G-FAM007178,Thaumi_prot_LH_FAM000303,N,Y,,,,,,,,,,2642.632245,0.157239871,4.899562178,9.61E-07
NVIE_015030,NVIE_RS07295,hypothetical protein,0.44,1.19E-01,14.86,13.15,3.79,3.7,76G-FAM008240,Thaumi_prot_LH_FAM003675,N,Y,,,,,,,,,,150.5416235,0.248134155,1.790915168,0.073306909
NVIE_015040,NVIE_RS07300,citrate synthase,0.41,2.58E-03,398.43,368.22,8.62,8.52,76G-FAM000895,Thaumi_prot_LH_FAM000437,Y,N,,,,,,,,,,19220.86386,0.126028041,3.2904146,0.001000399
NVIE_015050,NVIE_RS07305,protein of unknown function,0.93,2.15E-18,245.97,157.89,7.93,7.3,76G-FAM008436,Thaumi_prot_LH_FAM000436,N,Y,,,,,,,,,,2434.417563,0.102493674,9.086650546,1.02E-19
NVIE_015060,NVIE_RS07310,luciferase-like monooxygenase family protein,-0.42,2.60E-04,536.51,882.75,9.06,9.78,76G-FAM000949,Thaumi_prot_LH_FAM000361,Y,N,,,,,,,,,,31677.55124,0.10680825,-3.941180623,8.11E-05
NVIE_015080,NVIE_RS07320,phosphoribosylglycinamide formyltransferase,-0.11,4.65E-01,79.87,105.59,6.31,6.72,76G-FAM002054,Thaumi_prot_LH_FAM000079,Y,N,,,,,,,,,,2392.579739,0.118995219,-0.899909552,0.368168386
NVIE_015090,NVIE_RS07325,major facilitator superfamily MFS_1,-0.52,9.95E-05,17.38,30.71,4.11,4.93,76G-FAM007441,Thaumi_prot_LH_FAM000103,N,Y,,,,,,,,,,1136.859845,0.124605246,-4.184326655,2.86E-05
NVIE_1540,NVIE_RS07330,putative ubiquinone/menaquinone biosynthesis methyltransferase UbiE,-0.29,2.87E-02,29.03,43.58,4.85,5.43,76G-FAM000835,Thaumi_prot_LH_FAM000102,Y,N,,,,,,,,,,1058.996399,0.118224123,-2.43820403,0.01476044
NVIE_015100,NVIE_RS07335,DEAD/DEAH box helicase domain-containing protein,0.02,8.88E-01,66.19,80.44,6.05,6.33,76G-FAM004907,Thaumi_prot_LH_FAM000106,N,N,,,,,,,,,,8124.166218,0.088179341,0.196667264,0.844087929
NVIE_015110,NVIE_RS07340,DNA topoisomerase IB,-0.33,4.66E-03,274.06,421.61,8.08,8.72,76G-FAM001315,Thaumi_prot_LH_FAM000107,Y,N,,,,,,,,,,24237.67193,0.106672113,-3.100113727,0.001934464
NVIE_015120,NVIE_RS07345,putative Uncharacterized membrane-associated protein,0.08,5.63E-01,233.79,272.74,7.86,8.09,76G-FAM010321,Thaumi_prot_LH_FAM002625,N,Y,,,,,,,,,,16377.12301,0.107297896,0.72525714,0.468294295
NVIE_015130,NVIE_RS07350,CBS and Zinc Finger C2H2 domain-containing membrane protein,0.6,2.27E-06,183.87,150.22,7.51,7.23,76G-FAM000773_0,Thaumi_prot_LH_FAM002626,N,N,,,,,,,,,,4467.922034,0.118556185,5.03351153,4.82E-07
NVIE_t0200,NVIE_RS07355,tRNA-Met,-0.41,1.28E-01,58.44,94.14,5.79,6.52,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,235.1716191,0.235866984,-1.751759384,0.079815191
NVIE_015150,NVIE_RS07365,protein of unknown function,0.3,5.25E-03,49.7,49.57,5.63,5.63,76G-FAM035268,Thaumi_prot_LH_FAM008564,N,Y,,,,,,,,,,3599.883851,0.097108843,3.060995805,0.002206022
NVIE_015160,NVIE_RS07370,hypothetical protein,-0.43,8.40E-03,40.71,66.95,5.32,6.06,76G-FAM035269,Thaumi_prot_LH_FAM008565,N,Y,,,,,,,,,,785.0678291,0.146927823,-2.897374105,0.003763007
NVIE_t0210,NVIE_RS07375,tRNA-Phe,-0.11,5.87E-01,86.6,113.54,6.41,6.82,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,308.6327594,0.153550701,-0.684824862,0.493454445
NVIE_015170,NVIE_RS07380,adenylosuccinate lyase,-0.12,4.28E-01,76.56,101.95,6.25,6.66,76G-FAM000205,Thaumi_prot_LH_FAM000586,N,N,,,,,,,,,,5237.376715,0.119395575,-0.965813868,0.334137328
NVIE_015180,NVIE_RS07385,uncharacterised UPF0027 family protein,-0.06,7.01E-01,164.65,211.07,7.35,7.71,76G-FAM000491,Thaumi_prot_LH_FAM000588,Y,N,,,,,,,,,,11533.34049,0.119067273,-0.499372854,0.617516739
NVIE_015190,NVIE_RS07390,hypothetical protein,-0.32,1.93E-03,45.54,69.35,5.51,6.12,76G-FAM000025_0,Thaumi_prot_LH_FAM000589,Y,N,,,,,,,,,,970.2975233,0.093275975,-3.380670066,0.000723093
NVIE_015200,NVIE_RS07395,hypothetical protein,-0.35,1.98E-02,164.79,256.9,7.35,8,76G-FAM010323,Thaumi_prot_LH_FAM002629,N,Y,,,,,,,,,,3040.588186,0.134496982,-2.584609107,0.009748945
NVIE_015210,NVIE_RS07400,30S ribosomal protein S11p,-0.33,2.08E-02,620.83,954.7,9.25,9.89,76G-FAM000072,Thaumi_prot_LH_FAM000591,Y,N,,,,,,,,,,13280.51393,0.127923657,-2.563805219,0.010353163
NVIE_015220,NVIE_RS07405,putative SAM-dependent methyltransferase,0.52,3.88E-03,481.31,414.97,8.87,8.69,76G-FAM010324,Thaumi_prot_LH_FAM003676,N,Y,,,,,,,,,,15053.37895,0.164961765,3.159697765,0.001579329
NVIE_015230,NVIE_RS07410,hypothetical protein,0.54,9.93E-06,208.14,176.09,7.7,7.44,76G-FAM010201,Thaumi_prot_LH_FAM003072,N,Y,,,,,,,,,,6825.633213,0.115304526,4.719851766,2.36E-06
NVIE_015240,NVIE_RS07415,protein of unknown function,0.49,6.06E-08,846.63,738.46,9.72,9.53,76G-FAM010325,Thaumi_prot_LH_FAM003073,N,Y,,,,,,,,,,11041.64523,0.085758738,5.729637196,1.01E-08
NVIE_015250,NVIE_RS07420,"putative signal transduction histidine kinase, with PAS, phosphoacceptor and ATP binding domain",0.01,9.67E-01,31.46,38.36,4.97,5.26,76G-FAM003578_0,Thaumi_prot_LH_FAM003074,N,N,,,,,,,,,,1675.030453,0.095304579,0.060215588,0.951983931
NVIE_015260,NVIE_RS07425,"putative signal transduction response regulator, receiver domain",-0.08,5.16E-01,396.45,514.34,8.63,9,76G-FAM003595_0,Thaumi_prot_LH_FAM001253_0,N,N,,,,,,,,,,12621.93879,0.101626331,-0.808208775,0.418970407
NVIE_015270,NVIE_RS07430,protein of unknown function,1.56,2.48E-45,85.21,35.35,6.41,5.14,76G-FAM010326,Thaumi_prot_LH_FAM003070,N,Y,,,,,,,,,,2873.101436,0.108351971,14.43482484,3.12E-47
NVIE_015280,NVIE_RS07435,protein of unknown function,1.02,1.23E-08,17.25,10.41,4.1,3.35,76G-FAM010327,Thaumi_prot_LH_FAM003677,N,Y,,,,,,,,,,314.8648053,0.17021385,6.011632311,1.84E-09
NVIE_015300,NVIE_RS07440,thiamine-monophosphate kinase,0.35,5.11E-02,32.67,31.48,5.01,4.94,76G-FAM000825,Thaumi_prot_LH_FAM000592,Y,N,,,,,,,,,,1283.1211,0.161584961,2.192847608,0.028318361
NVIE_015310,NVIE_RS07445,alpha-D-phosphohexomutase,0.42,4.48E-03,142.89,131.35,7.14,7.03,76G-FAM002304,Thaumi_prot_LH_FAM000593,Y,N,,,,,,,,,,7732.900944,0.135367289,3.114312421,0.001843741
NVIE_t0220,NVIE_RS07455,tRNA-Thr,-0.42,3.68E-01,17.06,27.26,3.81,4.73,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,66.99781176,0.38401235,-1.082081681,0.279216235
NVIE_015330,NVIE_RS07460,archaeal thermosome subunit,1.94,7.28E-25,35.09,11.19,5.06,3.48,76G-FAM000111_0,Thaumi_prot_LH_FAM001048,Y,N,,,,,,,,,,1696.531173,0.182191159,10.63347579,2.08E-26
NVIE_015360,NVIE_RS07465,conserved protein of unknown function,0.5,1.26E-04,52.12,45.13,5.69,5.49,76G-FAM009865,Thaumi_prot_LH_FAM003065,N,Y,,,,,,,,,,969.6640284,0.122393027,4.124456243,3.72E-05
NVIE_015370,NVIE_RS07470,exported protein of unknown function,-0.07,8.13E-01,4.29,5.51,2.04,2.45,76G-FAM010351,Thaumi_prot_LH_FAM003679,N,Y,,,,,,,,,,179.4111126,0.212982899,-0.316044977,0.75196837
NVIE_015380,NVIE_RS07475,exported protein of unknown function,-0.46,6.76E-03,9.09,15.27,3.17,3.91,76G-FAM010378,Thaumi_prot_LH_FAM003495,N,Y,,,,,,,,,,464.1898116,0.155495819,-2.973601566,0.00294327
NVIE_015390,NVIE_RS07480,protein of unknown function,0.4,5.01E-02,13.53,12.57,3.75,3.61,76G-FAM000144,Thaumi_prot_LH_FAM002026,N,N,,,,,,,,,,248.4150539,0.180147202,2.203283389,0.027574781
NVIE_015400,NVIE_RS07485,protein of unknown function,-0.19,3.61E-01,15.76,21.92,3.96,4.45,76G-FAM010328,Thaumi_prot_LH_FAM003680,N,Y,,,,,,,,,,159.6462782,0.173135023,-1.099066711,0.271738969
NVIE_015410,NVIE_RS07490,protein of unknown function,0.56,3.74E-04,141,117.63,7.13,6.86,76G-FAM003660,Thaumi_prot_LH_FAM003681,N,N,,,,,,,,,,1825.737416,0.146146792,3.842889463,0.000121594
NVIE_1574,NVIE_RS07495,hypothetical protein,0.05,7.98E-01,129.66,153.15,7,7.25,76G-FAM009852,Thaumi_prot_LH_FAM002511,N,Y,,,,,,,,,,1241.869457,0.13423779,0.344487373,0.73047979
NVIE_1575,NVIE_RS07500,hypothetical protein,0.21,1.89E-01,115.98,123.49,6.85,6.93,76G-FAM009851,Thaumi_prot_LH_FAM003682,N,Y,,,,,,,,,,1030.59193,0.138462381,1.527174924,0.12671752
NVIE_1577,NVIE_RS07505,hypothetical protein,0.6,5.88E-05,51.23,41.64,5.67,5.36,76G-FAM009849,Thaumi_prot_LH_FAM002507,N,Y,,,,,,,,,,510.9740703,0.138508884,4.313301553,1.61E-05
NVIE_015430,NVIE_RS07510,protein of unknown function,1.02,4.58E-14,54.13,32.96,5.75,5.04,76G-FAM035270,Thaumi_prot_LH_FAM008566,N,Y,,,,,,,,,,1245.360961,0.129518292,7.873075545,3.46E-15
NVIE_t0230,NVIE_RS07515,tRNA-Val,-0.72,5.97E-01,1.68,3.36,#NUM!,1.33,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,7.469636946,1.089960914,-0.664118941,0.506614188
NVIE_015440,NVIE_RS07520,putative DNA methylase N-4/N-6 domain protein,0.22,5.06E-02,45.17,47.35,5.49,5.56,76G-FAM008996,Thaumi_prot_LH_FAM000638,N,Y,,,,,,,,,,1989.105433,0.100716855,2.197223326,0.0280045
NVIE_015450,NVIE_RS07525,"putative cob(II)yrinic acid a,c-diamide reductase",0.05,6.71E-01,45.79,54.04,5.51,5.75,76G-FAM000660_1,Thaumi_prot_LH_FAM000862,N,Y,,,,,,,,,,1547.578591,0.098985518,0.544309404,0.586228577
NVIE_015460,NVIE_RS07530,hypothetical protein,0.07,6.50E-01,103.89,121.7,6.69,6.93,76G-FAM009848,Thaumi_prot_LH_FAM003068,N,Y,,,,,,,,,,11079.94968,0.117667049,0.576279063,0.564426572
NVIE_t0240,NVIE_RS07535,tRNA-Arg,-0.47,3.70E-01,4.89,8.28,2.22,2.95,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,20.22831346,0.438968664,-1.077911439,0.28107328
NVIE_015470,NVIE_RS07540,"Transcriptional regulator, HxlR family",0.39,8.42E-04,49.73,46.55,5.64,5.54,76G-FAM001357,Thaumi_prot_LH_FAM001380,N,N,,,,,,,,,,803.8384958,0.107996984,3.621160136,0.000293285
NVIE_015480,NVIE_RS07545,conserved protein of unknown function,1.23,3.29E-15,70.64,36.93,6.12,5.2,76G-FAM002507,Thaumi_prot_LH_FAM001756,N,N,,,,,,,,,,902.2246655,0.149651063,8.208604854,2.24E-16
NVIE_015490,NVIE_RS07550,hypothetical protein,-0.68,7.30E-09,194.28,383.32,7.59,8.57,76G-FAM009847,Thaumi_prot_LH_FAM003112,N,Y,,,,,,,,,,3674.581721,0.112247025,-6.101495476,1.05E-09
NVIE_015500,NVIE_RS07555,putative HEAT repeat-containing PBS lyase,-0.66,4.23E-06,224.98,437.33,7.8,8.77,76G-FAM001451,Thaumi_prot_LH_FAM000520,N,N,,,,,,,,,,7409.579968,0.134576632,-4.903583235,9.41E-07
NVIE_015510,NVIE_RS07560,hypothetical protein,-0.35,9.90E-04,238.46,371.06,7.89,8.53,76G-FAM007943,Thaumi_prot_LH_FAM000487,Y,Y,,,,,,,,,,4681.811042,0.097138985,-3.575403676,0.000349688
NVIE_015520,NVIE_RS07565,TatC subunit of twin-arginine targeting system,0.34,3.78E-03,234.14,228.01,7.86,7.83,76G-FAM002966,Thaumi_prot_LH_FAM000488,N,N,,,,,,,,,,7906.39589,0.105917062,3.169261275,0.001528269
NVIE_015530,NVIE_RS07570,TatA subunit of twin-arginine targeting system,0.12,5.61E-01,300.82,337.54,8.18,8.39,76G-FAM000565_0,Thaumi_prot_LH_FAM000104,Y,N,,,,,,,,,,4441.593878,0.161175198,0.728278985,0.466442824
NVIE_015540,NVIE_RS07575,5-formaminoimidazole-4-carboxamide-1-(beta)-D- ribofuranosyl 5'-monophosphate ligase,-0.65,5.37E-10,191.66,368.24,7.57,8.52,76G-FAM000396_0,Thaumi_prot_LH_FAM000144,Y,N,,,,,,,,,,12613.51479,0.100019086,-6.532155028,6.48E-11
NVIE_015550,NVIE_RS07580,DUF151 domain-containing protein,0.79,1.31E-14,181.29,128.81,7.5,7.01,76G-FAM003176,Thaumi_prot_LH_FAM000492,N,N,,,,,,,,,,2922.692893,0.097811465,8.033291499,9.49E-16
NVIE_015560,NVIE_RS07585,hypothetical protein,0.84,6.12E-05,327.58,226.48,8.3,7.8,76G-FAM007388,Thaumi_prot_LH_FAM000494,N,Y,,,,,,,,,,10555.23586,0.194634318,4.303836296,1.68E-05
NVIE_015570,NVIE_RS07590,phosphatase of the haloacid dehalogenase (HAD)-like hydrolase family,-0.09,6.33E-01,130.51,171.03,7.01,7.41,76G-FAM007571,Thaumi_prot_LH_FAM003108,N,Y,,,,,,,,,,4154.680742,0.141258649,-0.604604892,0.545441556
NVIE_015600,NVIE_RS07600,exported protein of unknown function,0.4,3.42E-03,52.41,48.87,5.71,5.61,76G-FAM009845,Thaumi_prot_LH_FAM003684,N,Y,,,,,,,,,,1054.041119,0.124912142,3.202322468,0.001363243
NVIE_015610,NVIE_RS07605,protein of unknown function,-0.56,9.10E-05,6.68,12.01,2.72,3.59,76G-FAM009772,Thaumi_prot_LH_FAM003685,N,Y,,,,,,,,,,521.6963943,0.134057684,-4.206916586,2.59E-05
NVIE_015630,NVIE_RS07610,"putative oxidoreductase, short chain dehydrogenase/reductase family",0.06,6.94E-01,54.83,64.37,5.76,6.01,76G-FAM000690_1,Thaumi_prot_LH_FAM000716_0,N,Y,,,,,,,,,,1535.174278,0.118495587,0.509150365,0.610646831
NVIE_015650,NVIE_RS07615,protein of unknown function,-0.95,9.58E-12,28.02,66.38,4.79,6.05,76G-FAM009844,Thaumi_prot_LH_FAM003686,N,Y,,,,,,,,,,729.8765691,0.13268087,-7.140918438,9.27E-13
NVIE_015660,NVIE_RS07620,membrane protein of unknown function,-0.4,1.60E-02,15.89,25.76,3.98,4.68,76G-FAM009843,Thaumi_prot_LH_FAM003687,N,Y,,,,,,,,,,548.0925184,0.148760288,-2.666689433,0.007660242
NVIE_015670,NVIE_RS07625,exported protein of unknown function,-0.71,5.37E-04,6.09,12.22,2.56,3.6,76G-FAM009726,Thaumi_prot_LH_FAM002568,N,Y,,,,,,,,,,215.0911631,0.190713929,-3.743576553,0.000181419
NVIE_015690,NVIE_RS07635,protein of unknown function,0.17,3.20E-01,63.43,69,5.97,6.09,76G-FAM009842,Thaumi_prot_LH_FAM003163,N,Y,,,,,,,,,,917.8875031,0.144380458,1.186234795,0.235529589
NVIE_015710,NVIE_RS07640,protein of unknown function,0.83,1.44E-06,116.75,80.67,6.83,6.33,76G-FAM003385,Thaumi_prot_LH_FAM003688,N,N,,,,,,,,,,1337.908842,0.1615877,5.124608202,2.98E-07
NVIE_015730,NVIE_RS07645,protein of unknown function,0.33,2.51E-02,14.69,14.37,3.87,3.83,76G-FAM009778,Thaumi_prot_LH_FAM003592,N,Y,,,,,,,,,,572.5006645,0.131917978,2.490358885,0.012761416
NVIE_015750,NVIE_RS07650,conserved exported protein of unknown function,0.57,3.18E-03,9.72,8.06,3.26,3,76G-FAM010257,Thaumi_prot_LH_FAM003553,N,Y,,,,,,,,,,250.8452714,0.177162443,3.22734745,0.001249436
NVIE_015770,NVIE_RS07665,protein of unknown function,-0.4,1.07E-03,39.89,64.77,5.31,6.01,76G-FAM035273,Thaumi_prot_LH_FAM008570,N,Y,,,,,,,,,,1781.691413,0.113982862,-3.552950394,0.000380936
NVIE_015790,NVIE_RS07670,putative antibiotic biosynthesis monooxygenase (modular protein),-0.15,4.72E-01,13.19,17.76,3.69,4.15,76G-FAM009659,Thaumi_prot_LH_FAM002708,N,Y,,,,,,,,,,240.7101512,0.163421835,-0.887838251,0.374627764
NVIE_015800,NVIE_RS07675,translation elongation factor 2,-0.8,3.76E-11,567.47,1208.01,9.13,10.24,76G-FAM000091,Thaumi_prot_LH_FAM000496,N,N,,,,,,,,,,83037.42101,0.114871469,-6.938187614,3.97E-12
NVIE_015810,NVIE_RS07680,protein of unknown function DUF178,-0.4,4.82E-03,30.74,49.58,4.92,5.62,76G-FAM004893,Thaumi_prot_LH_FAM000498,N,N,,,,,,,,,,1377.040407,0.130288871,-3.089228275,0.002006772
NVIE_015820,NVIE_RS07685,protein of unknown function,0.48,1.27E-02,25.72,22.59,4.67,4.46,76G-FAM009840,Thaumi_prot_LH_FAM003689,N,Y,,,,,,,,,,319.9478683,0.174154669,2.753909258,0.005888809
NVIE_015830,NVIE_RS07690,5-carboxymethyl-2-hydroxymuconate Delta-isomerase,0.38,3.01E-03,26.12,24.74,4.7,4.63,76G-FAM000601,Thaumi_prot_LH_FAM000900,N,N,,,,,,,,,,950.5920934,0.116202087,3.243867596,0.001179185
NVIE_015840,NVIE_RS07695,putative arsenical pump membrane protein,0.41,3.02E-04,40.45,37.54,5.34,5.23,76G-FAM004898,Thaumi_prot_LH_FAM003690,N,N,,,,,,,,,,2394.349186,0.104659902,3.900316394,9.61E-05
NVIE_015850,NVIE_RS07700,putative Isochorismatase-like hydrolase,0.47,3.63E-03,32.79,29.2,5.02,4.86,76G-FAM008476,Thaumi_prot_LH_FAM003691,N,Y,,,,,,,,,,1170.57062,0.147794716,3.182327789,0.001460964
NVIE_015860,NVIE_RS07705,putative nucleobase-cation symporter family protein,1.4,2.50E-22,36.23,17,5.17,4.08,76G-FAM009839,Thaumi_prot_LH_FAM003692,N,Y,,,,,,,,,,1818.253281,0.139224484,10.05501827,8.73E-24
NVIE_015870,NVIE_RS07710,N5-carboxyaminoimidazole ribonucleotide mutase,-0.45,2.44E-03,10.3,17.28,3.36,4.1,76G-FAM002057,Thaumi_prot_LH_FAM000608,Y,N,,,,,,,,,,292.6264872,0.136994986,-3.30889998,0.000936633
NVIE_015880,NVIE_RS07715,Amidase,0.58,1.34E-08,20.08,16.46,4.32,4.04,76G-FAM000628,Thaumi_prot_LH_FAM003693,N,N,,,,,,,,,,1119.761187,0.097142175,5.995556184,2.03E-09
NVIE_015890,NVIE_RS07720,protein of unknown function,-0.84,3.97E-01,0.59,1.27,#NUM!,-0.17,76G-FAM009838,Thaumi_prot_LH_FAM003694,N,Y,,,,,,,,,,9.141949674,0.819853536,-1.026015912,0.304884084
NVIE_015900,NVIE_RS07725,"putative ABC uptake transporter, substrate-binding protein/surface lipoprotein",0.35,1.00E-02,7.55,7.29,2.91,2.86,76G-FAM010158,Thaumi_prot_LH_FAM003580,N,Y,,,,,,,,,,459.1167779,0.124434584,2.838087303,0.004538477
NVIE_015910,NVIE_RS07730,"ABC uptake transporter, permease protein",0.79,5.99E-08,21.15,14.99,4.39,3.9,76G-FAM000122,Thaumi_prot_LH_FAM008571,N,N,,,,,,,,,,729.2831455,0.13823653,5.732539075,9.89E-09
NVIE_015920,NVIE_RS07735,"ABC uptake transporter, permease protein",0.81,9.76E-13,17.71,12.39,4.14,3.63,76G-FAM000123,Thaumi_prot_LH_FAM008572,N,Y,,,,,,,,,,692.3918073,0.108497955,7.461402498,8.56E-14
NVIE_015930,NVIE_RS07740,"ABC uptake transporter, ATP-binding protein",0.77,7.86E-10,33.44,24.13,5.06,4.59,76G-FAM000127,Thaumi_prot_LH_FAM008573,N,N,,,,,,,,,,1907.891746,0.119382625,6.470939772,9.74E-11
NVIE_015940,NVIE_RS07745,"putative Succinyl-CoA ligase, alpha subunit",0,9.84E-01,24.7,30.41,4.62,4.92,76G-FAM001172,Thaumi_prot_LH_FAM008574,N,N,,,,,,,,,,1890.832878,0.110271887,-0.025781626,0.979431518
NVIE_015960,NVIE_RS07750,protein of unknown function,0.12,5.05E-01,10.3,11.54,3.34,3.51,76G-FAM035274,Thaumi_prot_LH_FAM008576,N,Y,,,,,,,,,,448.4972671,0.150329626,0.829521742,0.406809239
NVIE_015970,NVIE_RS07755,putative carbamate kinase with BmpA-like periplasmic binding domain,-0.08,6.19E-01,8.8,11.47,3.13,3.5,76G-FAM035275,Thaumi_prot_LH_FAM008577,N,Y,,,,,,,,,,805.4521407,0.132059042,-0.626476137,0.531002684
NVIE_015980,NVIE_RS07760,conserved hypothetical protein,-0.37,3.07E-04,28.87,45.72,4.84,5.51,76G-FAM001170,Thaumi_prot_LH_FAM008578,N,N,,,,,,,,,,1943.722517,0.094861039,-3.895675688,9.79E-05
