Old_Locus,Locus,Info,log2FC,padj,TPM_BF,TPM_Ctrl,log2TPM_BF,log2TPM_Ctrl,protein_fam,Protein Family LH,AOA conserved,AOA exclusive,"Conserved NV,NF,NM",Conserved in Soil Strains,up in:,,,,,,,,,baseMean,lfcSE,stat,pvalue
NMAR_RS05095,Nmar_0950,triose-phosphate isomerase,-0.27,0.350190871,9.609909068,16.49066782,3.2,4.031473654,76G-FAM000156,Thaumi_prot_LH_FAM000628,Y,N,,,,,,,,,,,,157.7702473,0.212944474,-1.290507548,0.196874493
NMAR_RS05100,Nmar_0951,"pyruvate, phosphate dikinase",0.16,0.423448146,54.50067919,70.72518534,5.74,6.124483129,76G-FAM001447,Thaumi_prot_LH_FAM000314,N,N,,,,,,,,,,,,3121.52359,0.142541062,1.121504705,0.26207309
NMAR_RS05105,Nmar_0952,helix-turn-helix domain-containing protein,-0.77,0.004321991,21.07438115,47.13988902,4.25,5.527119852,76G-FAM002194,Thaumi_prot_LH_FAM000315,N,N,,,,,,,,,,,,335.3026595,0.230797797,-3.335291659,0.0008521
NMAR_RS05110,Nmar_0953,methylmalonyl-CoA epimerase,0.04,0.886752639,108.8557051,154.0356568,6.7,7.244624663,76G-FAM005256,Thaumi_prot_LH_FAM000316,Y,Y,,,,,,,,,,,,1012.584524,0.158229316,0.236161734,0.813307172
NMAR_RS05115,Nmar_0954,methylmalonyl-CoA mutase family protein,0.13,0.235070457,168.3925462,217.9332602,7.35,7.761912461,76G-FAM001822,Thaumi_prot_LH_FAM000317,N,N,,,,,,,,,,,,5619.126653,0.084388067,1.567756387,0.116937997
NMAR_RS05120,Nmar_0955,methylmalonyl Co-A mutase-associated GTPase MeaB,0.15,0.601046347,32.08776655,43.97914205,4.99,5.453297967,76G-FAM001821,Thaumi_prot_LH_FAM000318,N,N,,,,,,,,,,,,660.8954615,0.195890838,0.775129805,0.438262961
NMAR_RS05125,Nmar_0956,hypothetical protein,-0.75,0.067749719,6.633369908,13.19703223,2.48,3.70543596,76G-FAM008391,Thaumi_prot_LH_FAM000319,N,Y,,,,,,,,,,,,64.29771425,0.333005748,-2.256113185,0.024063544
NMAR_RS05130,Nmar_0957,M1 family metallopeptidase,-0.26,0.174727541,12.28198691,18.8990382,3.53,4.230912735,76G-FAM002653,Thaumi_prot_LH_FAM000320,N,N,,,,,,,,,,,,690.1671531,0.147668432,-1.753298689,0.07955075
NMAR_RS05135,Nmar_0958,cobalamin B12-binding domain-containing protein,-0.24,0.503590049,14.67209679,22.93747918,3.87,4.451822484,76G-FAM001823,Thaumi_prot_LH_FAM000321,N,N,,,,,,,,,,,,249.1471067,0.250665012,-0.955856436,0.339144771
NMAR_RS05140,Nmar_0959,ketol-acid reductoisomerase,0.08,0.639898416,445.7951699,594.7571187,8.76,9.214073157,76G-FAM000959,Thaumi_prot_LH_FAM000758,Y,N,,,,,,,,,,,,9822.576853,0.115888021,0.696522465,0.486101693
NMAR_RS09940,0,scaffold protein involved in DNA repair,-0.54,0.559518527,5.419376912,10.32413744,#NUM!,3.168074833,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,,,18.11540644,0.625903196,-0.854858267,0.392629617
NMAR_RS05145,Nmar_0960,nicotinamide-nucleotide adenylyltransferase,-0.5,0.21527213,9.732820814,20.28928619,3.15,4.312496661,76G-FAM000836_0,Thaumi_prot_LH_FAM000759,Y,N,,,,,,,,,,,,149.9157863,0.30684477,-1.628214611,0.103479388
NMAR_RS05150,Nmar_0961,EF-Tu/IF-2/RF-3 family GTPase,0.13,0.709750495,7.481205568,10.22366973,2.85,3.345173079,76G-FAM007514,Thaumi_prot_LH_FAM000760,N,Y,,,,,,,,,,,,146.9119979,0.231549998,0.566421421,0.571107337
NMAR_RS05155,Nmar_0962,DUF726 domain-containing protein,-0.22,0.579581053,12.16922242,21.43477847,3.58,4.362377336,76G-FAM008393,Thaumi_prot_LH_FAM000761,N,Y,,,,,,,,,,,,232.0619548,0.268393157,-0.815721193,0.414659615
NMAR_RS05160,Nmar_0963,methionine--tRNA ligase,-0.04,0.839631309,33.88504604,47.67878864,5.01,5.566653205,76G-FAM000267,Thaumi_prot_LH_FAM000762,N,N,,,,,,,,,,,,1241.112186,0.133993175,-0.325349195,0.744916802
NMAR_RS05165,Nmar_0964,adenosylhomocysteinase,0.11,0.457312416,96.6861384,123.703685,6.52,6.945829313,76G-FAM000892,Thaumi_prot_LH_FAM000763,Y,N,,,,,,,,,,,,2540.796336,0.106805202,1.049488474,0.293953357
NMAR_RS05170,Nmar_0965,Rieske 2Fe-2S domain-containing protein,-0.34,0.364615926,20.93436107,34.45315511,4.21,5.093200169,76G-FAM001504_0,Thaumi_prot_LH_FAM000737_0,Y,N,,,,,,,,,,,,152.0022264,0.267996299,-1.255844237,0.209172449
NMAR_RS05175,Nmar_0966,NAD+ synthase,0.12,0.758010257,10.06812796,13.47262664,3.25,3.683575288,76G-FAM000311,Thaumi_prot_LH_FAM000732,N,N,,,,,,,,,,,,169.3220825,0.243155049,0.478658968,0.632181261
NMAR_RS05180,Nmar_0967,cysteine--tRNA ligase,-0.12,0.802500775,3.723052764,6.769433514,1.76,2.719475893,76G-FAM000730,Thaumi_prot_LH_FAM000731,N,N,,,,,,,,,,,,134.5536503,0.308231671,-0.39385855,0.693685474
NMAR_RS05185,Nmar_0968,hypothetical protein,0.19,0.700724914,786.9643004,914.7049988,9.57,9.723993752,76G-FAM007812,Thaumi_prot_LH_FAM000271,N,Y,,,,,,,,,,,,5235.872406,0.324016246,0.585366735,0.558301151
NMAR_RS05190,Nmar_0969,pyrimidine dimer DNA glycosylase/endonuclease V,-3.13,4.86E-10,28.09697769,293.4009895,4.32,8.175892819,76G-FAM008906,Thaumi_prot_LH_FAM002007,N,Y,,,,,,,,,,,,931.6686927,0.470867602,-6.657222156,2.79E-11
NMAR_RS05195,Nmar_0970,hypothetical protein,2.49,2.37E-59,131.479897,29.93702759,7.01,4.766925702,76G-FAM008394,Thaumi_prot_LH_FAM000069,N,Y,,,,,,,,,,,,927.4237393,0.150417992,16.54278161,1.80E-61
NMAR_RS05200,Nmar_0971,mechanosensitive ion channel family protein,-0.03,0.922616316,108.1261631,42.33939357,6.39,5.40061817,76G-FAM006044,Thaumi_prot_LH_FAM002008,N,Y,,,,,,,,,,,,485.4007749,0.182467442,-0.151620988,0.879485878
NMAR_RS05205,Nmar_0972,DUF432 domain-containing protein,0.26,0.519059478,12.74183382,14.59835059,3.44,3.856006762,76G-FAM008648,Thaumi_prot_LH_FAM002009,N,Y,,,,,,,,,,,,157.7066893,0.278641327,0.923907183,0.355534643
NMAR_RS05210,Nmar_0973,hypothetical protein,-3.71,8.35E-17,428.1506674,7510.438819,8.51,12.78920961,76G-FAM008647,Thaumi_prot_LH_FAM000580,N,Y,,,,,,,,,,,,63970.96173,0.425729032,-8.719281913,2.80E-18
NMAR_RS05215,Nmar_0974,YbgA family protein,-4.11,0.000129507,2.336378506,38.61110192,#NUM!,5.170691247,76G-FAM008555,Thaumi_prot_LH_FAM002010,N,Y,,,,,,,,,,,,202.9813791,0.951774606,-4.314575605,1.60E-05
NMAR_RS05220,Nmar_0975,Nre family DNA repair protein,-0.3,0.096222591,40.51705872,70.84831422,5.3,6.134882196,76G-FAM000402,Thaumi_prot_LH_FAM000288,Y,N,,,,,,,,,,,,1211.247301,0.143910551,-2.087247485,0.036865769
NMAR_RS05225,Nmar_0976,cobalamin-binding protein,-0.47,0.146251458,4.414838716,8.922580497,2.05,3.121168035,76G-FAM001020,Thaumi_prot_LH_FAM000287,N,N,,,,,,,,,,,,105.0357506,0.252255079,-1.857198127,0.063282971
NMAR_RS05230,Nmar_0977,NAD(P)H-binding protein,-3.63,2.59E-17,7.132038804,109.6281113,2.71,6.631698666,76G-FAM003006,Thaumi_prot_LH_FAM002011,N,N,,,,,,,,,,,,1457.580578,0.409690947,-8.857711768,8.17E-19
NMAR_RS05235,Nmar_0978,cobalamin B12-binding domain-containing protein,-5.46,1.75E-32,3.440077761,185.4840865,1.35,7.481817405,76G-FAM003005,Thaumi_prot_LH_FAM002012,N,N,,,,,,,,,,,,1390.787801,0.447657798,-12.19327853,3.38E-34
NMAR_RS09745,0,hypothetical protein,-3.11,0.00773042,0.213894441,7.055896257,#NUM!,2.363090953,#N/A,Thaumi_prot_LH_FAM002013,#N/A,#N/A,,,,,,,,,,,,9.23807793,0.988818561,-3.14487661,0.001661569
NMAR_RS05240,Nmar_0979,TFIIB-type zinc ribbon-containing protein,-2.36,2.73E-07,19.23506538,138.6723021,4.23,6.932533711,76G-FAM000279_0,Thaumi_prot_LH_FAM000723_0,Y,N,,,,,,,,,,,,1304.275882,0.421007824,-5.604152213,2.09E-08
NMAR_RS05245,0,hypothetical protein,-2.67,NA,7.089472224,33.17192591,2.57,3.891318555,#N/A,Thaumi_prot_LH_FAM000186_0,#N/A,#N/A,,,,,,,,,,,,187.3624654,0.981302085,-2.717962468,NA
NMAR_RS05250,Nmar_0980,redox-regulated ATPase YchF,0.08,0.747678508,29.67632026,41.60492329,4.81,5.34832591,76G-FAM000229_0,Thaumi_prot_LH_FAM000729,Y,N,,,,,,,,,,,,699.6012144,0.152376752,0.502373844,0.615404574
NMAR_RS05255,Nmar_0981,hypothetical protein,0.82,0.052552549,9.092591085,7.378292792,3.16,2.790776534,76G-FAM007840,Thaumi_prot_LH_FAM000728,N,Y,,,,,,,,,,,,55.7583289,0.346883112,2.371742153,0.017704441
NMAR_RS05260,Nmar_0982,CoA-binding protein,0.32,0.142287156,31.92245757,38.79643825,4.98,5.259393935,76G-FAM000245,Thaumi_prot_LH_FAM001404,N,N,,,,,,,,,,,,286.5278922,0.168379377,1.872815807,0.061093824
NMAR_RS05265,Nmar_0983,hypothetical protein,-0.58,0.123279672,7.19684405,16.80666287,2.75,4.040194782,76G-FAM007518,Thaumi_prot_LH_FAM000727,N,Y,,,,,,,,,,,,115.3646358,0.297026144,-1.955015169,0.05058128
NMAR_RS05270,Nmar_0984,biotin--[acetyl-CoA-carboxylase] ligase,0.31,0.36588839,7.209203045,9.051983518,2.72,3.143476951,76G-FAM005346,Thaumi_prot_LH_FAM000726,N,Y,,,,,,,,,,,,149.5554568,0.250652012,1.251290337,0.210828569
NMAR_RS05275,Nmar_0985,hypothetical protein,-0.53,0.124994179,8.517782372,13.96400319,3.04,3.71825408,76G-FAM008395,Thaumi_prot_LH_FAM000725,N,Y,,,,,,,,,,,,106.5121792,0.270048959,-1.945624782,0.051699828
NMAR_RS05280,Nmar_0986,M57 family metalloprotease,0.1,0.763406096,6.141622474,7.800282345,2.51,2.932253002,76G-FAM008396,Thaumi_prot_LH_FAM000724,N,Y,,,,,,,,,,,,171.438409,0.205649961,0.468832254,0.639189543
NMAR_RS05285,Nmar_0987,TFIIB-type zinc ribbon-containing protein,0.42,0.109373313,159.2030194,159.6271722,7.28,7.226801101,76G-FAM000279_0,Thaumi_prot_LH_FAM000723_0,Y,N,,,,,,,,,,,,3405.94948,0.208072997,2.021403361,0.043238027
NMAR_RS05290,Nmar_0988,phosphoribosyltransferase,0.49,0.414906696,12.51412051,10.40852453,3.36,3.305736357,76G-FAM008644,Thaumi_prot_LH_FAM001504,N,Y,,,,,,,,,,,,44.3513717,0.428297509,1.13956476,0.254467674
NMAR_RS05295,Nmar_0989,DUF6659 family protein,-0.19,0.690675233,6.040141366,9.189516816,2.53,3.167325724,76G-FAM003537_0,Thaumi_prot_LH_FAM000040_0,Y,N,,,,,,,,,,,,51.68298129,0.322106779,-0.601530858,0.547486466
NMAR_RS05300,Nmar_0990,poly(R)-hydroxyalkanoic acid synthase subunit PhaE,-0.84,0.000830466,9.126677795,24.58554409,3.18,4.589922159,76G-FAM008397,Thaumi_prot_LH_FAM000722,N,Y,,,,,,,,,,,,183.5097254,0.219792939,-3.824918566,0.000130815
NMAR_RS05305,Nmar_0991,class III poly(R)-hydroxyalkanoic acid synthase subunit PhaC,-0.42,0.000328001,44.17979543,80.87989442,5.43,6.335399675,76G-FAM007434,Thaumi_prot_LH_FAM000721,N,Y,,,,,,,,,,,,1275.92667,0.103596499,-4.073391419,4.63E-05
NMAR_RS05310,Nmar_0992,hypothetical protein,-0.05,0.877758273,257.2368858,381.5378976,7.91,8.499405846,76G-FAM007608,Thaumi_prot_LH_FAM000720,N,Y,,,,,,,,,,,,2749.311212,0.201676748,-0.251419694,0.801489643
NMAR_RS05315,Nmar_0993,AbrB/MazE/SpoVT family DNA-binding domain-containing protein,0.17,0.572018107,81.61970666,101.7337511,6.29,6.582388716,76G-FAM007444,Thaumi_prot_LH_FAM000719,N,Y,,,,,,,,,,,,735.2651501,0.208510098,0.831376782,0.405760811
NMAR_RS05320,Nmar_0994,alpha/beta hydrolase,0.3,0.22822598,14.04864814,15.47118166,3.72,3.947000195,76G-FAM003384,Thaumi_prot_LH_FAM000718,N,N,,,,,,,,,,,,223.563914,0.188555338,1.591212843,0.111561683
NMAR_RS05330,Nmar_0995,peptide-methionine (S)-S-oxide reductase MsrA,0.34,0.054976789,95.00841797,103.4356382,6.5,6.68307723,76G-FAM002527,Thaumi_prot_LH_FAM000717,N,N,,,,,,,,,,,,842.5297058,0.145994264,2.348910481,0.018828433
NMAR_RS05335,Nmar_0996,DUF6659 family protein,0.91,1.36E-07,93.67669214,70.12337491,6.48,6.114472982,76G-FAM003537_0,Thaumi_prot_LH_FAM000040_0,Y,N,,,,,,,,,,,,625.8815966,0.159191473,5.728196471,1.02E-08
NMAR_RS05340,Nmar_0997,class I SAM-dependent methyltransferase,0.7,0.006294854,13.55329965,12.61212261,3.72,3.62796937,76G-FAM008398,Thaumi_prot_LH_FAM000507,N,Y,,,,,,,,,,,,179.2370355,0.216516365,3.21346718,0.001311428
NMAR_RS10015,0,hypothetical protein,-0.32,0.442359438,30.05082325,53.34185764,4.69,5.708502003,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,,,90.30201203,0.29367155,-1.080213652,0.28004705
NMAR_RS09950,Nmar_0998,hypothetical protein,-0.14,0.568569752,79.23272542,128.4312113,6.28,6.993383083,76G-FAM028456,#N/A,N,Y,,,,,,,,,,,,2903.147207,0.163715074,-0.839315352,0.401292371
NMAR_RS05350,Nmar_0999,hypothetical protein,-0.15,0.387849823,260.0009275,408.2241383,7.98,8.664211463,76G-FAM008656,Thaumi_prot_LH_FAM002014,N,Y,,,,,,,,,,,,8083.707031,0.12066088,-1.20218474,0.22929196
NMAR_RS05355,Nmar_1000,hypothetical protein,-0.46,0.140394181,7.749085082,12.32647903,2.74,3.617626802,76G-FAM008640,Thaumi_prot_LH_FAM002015,N,Y,,,,,,,,,,,,180.0511408,0.246196444,-1.880301328,0.060067022
NMAR_RS09750,0,hypothetical protein,3.42,1.98E-17,59.66075956,8.136428865,5.79,2.862132617,#N/A,Thaumi_prot_LH_FAM002016,#N/A,#N/A,,,,,,,,,,,,102.4253833,0.384608423,8.889720038,6.13E-19
NMAR_RS05360,Nmar_1001,Lrp/AsnC ligand binding domain-containing protein,1.86,3.01E-06,16.10134997,6.273406412,3.94,2.552159956,76G-FAM000172_0,Thaumi_prot_LH_FAM000047_0,Y,N,,,,,,,,,,,,54.94374304,0.362461661,5.145102077,2.67E-07
NMAR_RS05365,Nmar_1002,DUF6659 family protein,0.9,7.90E-06,40.46087318,30.06568105,5.28,4.880059126,76G-FAM003537_0,Thaumi_prot_LH_FAM000040_0,Y,N,,,,,,,,,,,,263.3080774,0.182844838,4.94267426,7.71E-07
NMAR_RS05370,Nmar_1003,N-formylglutamate amidohydrolase,-0.09,0.843715566,18.72730884,15.6716631,3.76,3.938378039,76G-FAM008639,Thaumi_prot_LH_FAM002017,N,Y,,,,,,,,,,,,144.8579462,0.299451018,-0.315318879,0.752519552
NMAR_RS05375,Nmar_1004,gamma-glutamyltransferase,0.2,0.386033378,18.83994758,22.60152887,4.22,4.496928534,76G-FAM008638,Thaumi_prot_LH_FAM002018,N,Y,,,,,,,,,,,,593.4860809,0.167026188,1.211315259,0.225774603
NMAR_RS05380,Nmar_1005,ion transporter,0.22,0.477659452,11.56032929,14.65497594,3.47,3.854854043,76G-FAM008637,Thaumi_prot_LH_FAM002019,N,Y,,,,,,,,,,,,183.5485735,0.217239675,1.010257774,0.312371806
NMAR_RS05385,Nmar_1006,magnesium/cobalt transporter CorA,-0.39,0.014444981,16.8978238,30.60617108,4,4.928574416,76G-FAM008636,Thaumi_prot_LH_FAM002020,N,Y,,,,,,,,,,,,705.9466407,0.132285745,-2.914095672,0.003567206
NMAR_RS05390,Nmar_1007,hemolysin family protein,0.06,0.799194158,38.82825184,53.2332148,5.25,5.72652136,76G-FAM002752,Thaumi_prot_LH_FAM000536,N,N,,,,,,,,,,,,1069.4622,0.142559227,0.401266348,0.688224037
NMAR_RS05395,Nmar_1008,M20/M25/M40 family metallo-hydrolase,1.72,2.26E-46,243.0831078,105.5776525,7.89,6.705095133,76G-FAM008635,Thaumi_prot_LH_FAM002021,N,Y,,,,,,,,,,,,7221.391154,0.118074842,14.60410089,2.64E-48
NMAR_RS05400,0,hypothetical protein,3.15,1.41E-57,428.6414532,69.8703102,8.71,6.040644405,#N/A,Thaumi_prot_LH_FAM006569,#N/A,#N/A,,,,,,,,,,,,1323.824357,0.193318212,16.2873173,1.21E-59
NMAR_RS05405,Nmar_1009,hypothetical protein,0.35,0.611428951,4.716557666,6.41094913,2.13,2.660470893,76G-FAM008634,Thaumi_prot_LH_FAM002022,N,Y,,,,,,,,,,,,91.7144388,0.460677839,0.750457228,0.452979375
NMAR_RS05410,Nmar_1010,DUF5654 family protein,-0.08,0.743710135,65.62016137,104.0432839,6,6.687233922,76G-FAM008907,Thaumi_prot_LH_FAM002023,N,Y,,,,,,,,,,,,590.6264682,0.165502005,-0.510708618,0.609555105
NMAR_RS05415,Nmar_1011,nitroreductase family protein,-0.16,0.420820165,28.48248042,42.92103091,4.75,5.40615361,76G-FAM000660_0,Thaumi_prot_LH_FAM001931,N,N,,,,,,,,,,,,648.0388351,0.142979146,-1.126851831,0.259805132
NMAR_RS05420,Nmar_1012,universal stress protein,-0.74,0.000190528,29.96841002,69.03058118,4.83,6.096932739,76G-FAM001480_0,Thaumi_prot_LH_FAM000499_1,N,N,,,,,,,,,,,,438.6158989,0.176328196,-4.217578408,2.47E-05
NMAR_RS05425,Nmar_1013,hypothetical protein,0.62,0.12358698,23.33071735,16.29185778,4.5,3.89537339,76G-FAM008908,Thaumi_prot_LH_FAM002024,N,Y,,,,,,,,,,,,94.6401921,0.318296656,1.953133368,0.050803794
NMAR_RS09755,0,hypothetical protein,2.55,1.13E-36,238.9502001,57.7241605,7.89,5.830228408,#N/A,Thaumi_prot_LH_FAM001602,#N/A,#N/A,,,,,,,,,,,,589.1775994,0.196478777,12.96883477,1.84E-38
NMAR_RS05430,0,hypothetical protein,1.09,0.049494597,9.358662658,9.03193306,2.87,3.074155639,#N/A,Thaumi_prot_LH_FAM006570,#N/A,#N/A,,,,,,,,,,,,54.74991451,0.453431158,2.397703831,0.016498199
NMAR_RS05435,Nmar_1014,transcriptional regulator,0.03,0.883440999,58.33409438,68.13149808,5.77,6.083996355,76G-FAM007384,Thaumi_prot_LH_FAM001538,N,Y,,,,,,,,,,,,948.4994775,0.124096674,0.241236256,0.809372013
NMAR_RS05440,0,hypothetical protein,1.62,1.81E-24,444.6786466,194.9628857,8.77,7.596346307,#N/A,Thaumi_prot_LH_FAM001677,#N/A,#N/A,,,,,,,,,,,,1256.143016,0.153187782,10.55731743,4.70E-26
NMAR_RS05445,0,hypothetical protein,1.53,1.31E-25,307.5640675,145.4657418,8.25,7.151691005,#N/A,Thaumi_prot_LH_FAM000186_0,#N/A,#N/A,,,,,,,,,,,,1461.823325,0.141505903,10.81479286,2.93E-27
NMAR_RS05450,Nmar_1015,DUF4377 domain-containing protein,-0.32,0.016881959,112.9037559,149.2810764,6.71,7.217593169,76G-FAM008572,Thaumi_prot_LH_FAM002025,N,Y,,,,,,,,,,,,1977.861436,0.113701463,-2.851659717,0.004349163
NMAR_RS09955,Nmar_1016,DUF2127 domain-containing protein,-0.27,0.561273021,7.175788604,10.22497622,2.68,3.345716981,76G-FAM000144,#N/A,N,N,,,,,,,,,,,,77.1616964,0.313685543,-0.851095342,0.394716393
NMAR_RS05460,Nmar_R0027,23S ribosomal RNA,0.66,0.093355547,1.480211284,1.054993762,0.47,0.045298594,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,,,224.8788199,0.314510337,2.103349139,0.035435261
NMAR_RS05465,Nmar_R0029,16S ribosomal RNA,0.9,5.46E-09,66.71427325,8.3655491,4.63,2.940865962,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,,,9216.092615,0.142925246,6.268955941,3.63E-10
NMAR_RS05470,Nmar_1017,aminotransferase class III-fold pyridoxal phosphate-dependent enzyme,0.32,0.184415559,22.51204666,24.14113552,4.39,4.586868652,76G-FAM000269_0,Thaumi_prot_LH_FAM000622,Y,N,,,,,,,,,,,,581.9591309,0.186010164,1.722944144,0.084898626
NMAR_RS05475,Nmar_1018,hypothetical protein,-0.15,0.819899163,7.191663202,12.48206179,2.6,3.552777915,76G-FAM008399,Thaumi_prot_LH_FAM002027,N,Y,,,,,,,,,,,,65.40337956,0.412054677,-0.358037679,0.720315116
NMAR_RS10020,0,hypothetical protein,-1.11,0.037067512,12.0905719,34.02513606,3.09,5.040914623,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,,,49.45225273,0.438912758,-2.534731625,0.01125335
NMAR_RS05480,Nmar_1019,tetratricopeptide repeat protein,-0.02,0.958702912,12.3124139,14.1629186,3.52,3.755906628,76G-FAM008401,Thaumi_prot_LH_FAM000623,N,Y,,,,,,,,,,,,209.3753952,0.217484189,-0.079928396,0.936294206
NMAR_RS05485,Nmar_1020,hypothetical protein,0.82,6.10E-07,100.2560981,82.13512606,6.62,6.340422534,76G-FAM008402,Thaumi_prot_LH_FAM000624,N,Y,,,,,,,,,,,,1379.701303,0.150082378,5.457391457,4.83E-08
NMAR_RS05490,Nmar_1021,SHOCT domain-containing protein,-0.5,0.069667003,18.09588809,35.58210713,4.09,5.1009146,76G-FAM008403,Thaumi_prot_LH_FAM000625,N,Y,,,,,,,,,,,,179.8415492,0.224578975,-2.242616899,0.02492153
NMAR_RS05495,Nmar_1022,cupin domain-containing protein,0.78,0.00747636,16.03751595,14.81862512,3.98,3.867246032,76G-FAM008404,Thaumi_prot_LH_FAM001442,N,Y,,,,,,,,,,,,119.4661893,0.247990693,3.155330728,0.001603163
NMAR_RS05500,Nmar_1023,cupin domain-containing protein,-0.12,0.906157774,1.889651752,3.229753149,0.37,1.578584177,76G-FAM008405,Thaumi_prot_LH_FAM002028,N,Y,,,,,,,,,,,,16.50970887,0.673095415,-0.184054535,0.853970673
NMAR_RS05505,Nmar_1024,DnaJ domain-containing protein,0.2,0.573687112,26.00292815,33.0315044,4.69,4.964192164,76G-FAM008406,Thaumi_prot_LH_FAM000273,N,Y,,,,,,,,,,,,401.9477333,0.24506433,0.828284252,0.407509539
NMAR_RS05510,Nmar_1025,HIT domain-containing protein,-0.2,0.754814883,6.930698476,11.49462647,2.68,3.347625727,76G-FAM002072_0,Thaumi_prot_LH_FAM000272,Y,N,,,,,,,,,,,,84.49920491,0.402212711,-0.487624167,0.625816075
NMAR_RS05515,Nmar_1026,hypothetical protein,-0.47,0.20847063,19.37710486,35.5957613,4.17,5.108714278,76G-FAM007812,Thaumi_prot_LH_FAM000271,N,Y,,,,,,,,,,,,132.628701,0.286768305,-1.648985206,0.099150666
NMAR_RS09760,Nmar_1027,hypothetical protein,-0.22,0.747974519,22.82394272,30.18695521,3.86,4.873995831,76G-FAM002495,Thaumi_prot_LH_FAM000270,N,N,,,,,,,,,,,,69.36235882,0.440996452,-0.501398351,0.6160908
NMAR_RS05520,Nmar_1028,3-hydroxyacyl-CoA dehydrogenase,-0.24,0.176153214,24.20432911,42.23303082,4.54,5.389513061,76G-FAM000894,Thaumi_prot_LH_FAM000269,Y,N,,,,,,,,,,,,825.5917509,0.134673105,-1.747972989,0.080468705
NMAR_RS05525,Nmar_1029,hypothetical protein,0.25,0.671599942,6.094296384,4.331865761,2.38,2.055384681,76G-FAM008120,Thaumi_prot_LH_FAM002029,N,Y,,,,,,,,,,,,37.90225312,0.395914088,0.638494575,0.523151784
NMAR_RS05530,Nmar_1030,TIGR00725 family protein,0.67,0.009181922,45.47458307,40.18287983,5.48,5.285487338,76G-FAM001209,Thaumi_prot_LH_FAM000268,N,N,,,,,,,,,,,,423.3099482,0.216020447,3.082475145,0.002052869
NMAR_RS10025,0,hypothetical protein,0.2,0.62787945,31.51728743,45.66476477,4.96,5.421741376,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,,,103.6994039,0.271650474,0.721518532,0.470590543
NMAR_RS05535,Nmar_1031,hypothetical protein,0.27,0.526188522,11.75618113,12.61441761,3.54,3.648180926,76G-FAM008411,Thaumi_prot_LH_FAM000267,N,Y,,,,,,,,,,,,87.15327239,0.296905929,0.911518997,0.362021981
NMAR_RS05540,0,C2H2-type zinc finger protein,0.56,0.581701756,7.252790746,5.99381763,2.34,2.356910784,#N/A,Thaumi_prot_LH_FAM000266,#N/A,#N/A,,,,,,,,,,,,22.62168475,0.689406802,0.809630353,0.418152658
NMAR_RS05545,Nmar_1032,RNA polymerase Rbp10,-0.13,0.630636247,92.53115612,136.0023653,6.49,7.057804811,76G-FAM000306,Thaumi_prot_LH_FAM000265,Y,N,,,,,,,,,,,,553.5409964,0.185254684,-0.717026527,0.473357729
NMAR_RS05550,Nmar_1033,30S ribosomal protein S10,0.34,0.028489307,350.0897604,402.4915009,8.41,8.64588508,76G-FAM000359,Thaumi_prot_LH_FAM000264,Y,N,,,,,,,,,,,,1979.779567,0.127427141,2.646007297,0.008144806
NMAR_RS05555,Nmar_1034,translation elongation factor EF-1 subunit alpha,0.29,0.025759512,1865.486576,2165.446831,10.84,11.07971832,76G-FAM000351,Thaumi_prot_LH_FAM000263,Y,N,,,,,,,,,,,,50205.27269,0.107980316,2.68688677,0.00721214
NMAR_RS05560,Nmar_1035,"fructose-1,6-bisphosphate aldolase/phosphatase",0.05,0.754814883,117.1918282,159.4306932,6.83,7.312633484,76G-FAM000161,Thaumi_prot_LH_FAM000374,Y,N,,,,,,,,,,,,2946.107612,0.09582247,0.485739085,0.627152169
NMAR_RS05565,Nmar_1036,hypothetical protein,0.25,0.301710791,327.5558106,396.3962287,8.32,8.580083338,76G-FAM008412,Thaumi_prot_LH_FAM000567,N,Y,,,,,,,,,,,,2780.697244,0.17807541,1.403696234,0.160409324
NMAR_RS05570,Nmar_1037,ATP-dependent DNA ligase,0.25,0.332068585,5.827423943,6.698824643,2.48,2.734142556,76G-FAM000239,Thaumi_prot_LH_FAM000566,N,N,,,,,,,,,,,,199.6184121,0.187244084,1.332157171,0.182808547
NMAR_RS05575,Nmar_1038,DUF47 family protein,-0.42,0.076761249,43.69444226,82.54852849,5.37,6.325345466,76G-FAM002520,Thaumi_prot_LH_FAM000569,Y,N,,,,,,,,,,,,748.6292554,0.191367793,-2.198853227,0.02788836
NMAR_RS05580,Nmar_1039,tRNA-intron lyase,-0.25,0.505199864,8.635721932,9.666951679,3,3.204328281,76G-FAM000728,Thaumi_prot_LH_FAM000570,Y,N,,,,,,,,,,,,105.0831945,0.25954007,-0.950856262,0.341677347
NMAR_RS05585,Nmar_1040,fibronectin type III domain-containing protein,-0.62,3.25E-06,17.85597081,36.7832291,4.11,5.192614311,76G-FAM028457,Thaumi_prot_LH_FAM006571,N,Y,,,,,,,,,,,,1101.299262,0.120952241,-5.128471776,2.92E-07
